ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Modalidad	Presunto Responsable	Descripción Presunto Responsable	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Total Combatientes	Total Civiles	Total Civiles y Combatientes	Total de Víctimas del Caso	Tipo de Armas	Tipo de Evento	Total Civiles y Combatientes Heridos	Latitud	Longitud
293317		2007	09	05	05040	ANORI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.074707669	-75.14834842
293318		2007	09	03	52250	EL CHARCO	NARIÑO	ANDEN PACIFICO SUR	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.477550593	-78.109849
293320		2007	08	26	05837	TURBO	ANTIOQUIA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	8.037512796	-76.51781337
293321		2007	08	26	54003	ABREGO	NORTE DE SANTANDER	PROVINCIA DE RICAURTE	ATENTADO	GUERRILLA	NO IDENTIFICADA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	8.081784141	-73.2217344
293322		2007	08	23	05313	GRANADA	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.142896667	-75.18444508
293323		2007	08	18	17662	SAMANA	CALDAS	EJE CAFETERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.413086301	-74.99225776
293324		2007	08	17	05790	TARAZA	ANTIOQUIA	BAJO CAUCA ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.580120815	-75.40140596
293325		2007	08	16	95015	CALAMAR	GUAVIARE	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	1.960108633	-72.655172
293326		2007	08	15	19455	MIRANDA	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.253095405	-76.22886987
293327		2007	08	13	05756	SONSON	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.714811641	-75.30939515
293329		2007	08	06	50370	URIBE	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.239652997	-74.35154535
293330		2007	08	06	41001	NEIVA	HUILA	NORTE DEL HUILA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.935604415	-75.27772259
293331		2007	08	01	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
293333		2007	07	26	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	1	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.17162903	-75.76467317
293334		2007	07	25	13670	SAN PABLO	BOLIVAR	MAGDALENA MEDIO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.476720672	-73.92416855
293335		2007	07	24	54810	TIBU	NORTE DE SANTANDER	CATATUMBO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	8.639548853	-72.73591863
293336		2007	07	22	13042	ARENAL	BOLIVAR	MAGDALENA MEDIO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	8.458630438	-73.94111583
293338		2007	07	16	15550	PISBA	BOYACA	ALTIPLANO CUNDIBOYACENSE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.721615112	-72.48594682
293339		2007	07	13	81001	ARAUCA	ARAUCA	LLANOS ORIENTALES	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.077358544	-70.74635031
293340	CR2017280574	2007	07	11	52540	POLICARPA	NARIÑO	PATIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	1	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.62813872	-77.45926539
293341		2007	07	09	05045	APARTADO	ANTIOQUIA	URABA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.883417406	-76.62596065
293342		2007	07	08	81065	ARAUQUITA	ARAUCA	SARARE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.026981415	-71.42675118
293343		2007	06	28	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.73097792	-75.7265987
293352		2007	06	08	95025	EL RETORNO	GUAVIARE	ARIARI GUAYABERO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.330161549	-72.62718599
293360		2007	05	20	52418	LOS ANDES	NARIÑO	PATIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.494547405	-77.52132596
293361		2007	05	20	52418	LOS ANDES	NARIÑO	PATIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.494547405	-77.52132596
293365		2007	05	17	50370	URIBE	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.239652997	-74.35154535
293366		2007	05	16	05361	ITUANGO	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.17162903	-75.76467317
293367		2007	05	16	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
293368		2007	05	15	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.293754876	-75.02798382
293369		2007	05	14	15518	PAJARITO	BOYACA	ORIENTE DE BOYACA	ATENTADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.293665206	-72.70320992
293370		2007	05	12	86320	ORITO	PUTUMAYO	BAJO PUTUMAYO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.663816899	-76.87302769
293371		2007	05	09	86865	VALLE DEL GUAMUEZ	PUTUMAYO	BAJO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.423904093	-76.9059688
293396		2007	03	14	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.964079131	-75.10268697
293398		2007	03	03	05148	EL CARMEN DE VIBORAL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.084551516	-75.33536246
293403		2007	02	21	85010	AGUAZUL	CASANARE	PIEDEMONTE LLANERO	ATENTADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	5.172690766	-72.54630026
293406		2007	02	05	81065	ARAUQUITA	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	7.026981415	-71.42675118
293410		2007	02	02	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
293411		2007	02	01	19050	ARGELIA	CAUCA	PATIA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	2.256754909	-77.24945028
293415		2007	01	26	05001	MEDELLIN	ANTIOQUIA	VALLE DE ABURRA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.246715564	-75.58171333
293417		2007	01	24	54720	SARDINATA	NORTE DE SANTANDER	CATATUMBO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	8.082013666	-72.80075838
293418		2007	01	18	19455	MIRANDA	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	1	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	1	3.253095405	-76.22886987
297291		2007	12	01	50370	URIBE	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.239652997	-74.35154535
297292		2007	12	24	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
297293		2007	12	30	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.45137136	-76.81077225
297294		2007	12	30	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.45137136	-76.81077225
297295		2007	12	30	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.45137136	-76.81077225
297297		2007	12	12	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.45137136	-76.81077225
297298		2007	12	12	19256	EL TAMBO	CAUCA	NORTE DEL CAUCA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.45137136	-76.81077225
297300		2007	12	20	13670	SAN PABLO	BOLIVAR	MAGDALENA MEDIO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.476720672	-73.92416855
297301		2007	12	07	05887	YARUMAL	ANTIOQUIA	NORTE DE ANTIOQUIA	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.963872352	-75.41883314
297302		2007	12	02	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.293754876	-75.02798382
297304		2007	12	05	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.293754876	-75.02798382
297305		2007	12	02	05667	SAN RAFAEL	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.293754876	-75.02798382
297306		2007	12	17	05040	ANORI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			1	1	3	3	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.074707669	-75.14834842
297308		2007	11	15	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297310		2007	11	15	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297311		2007	11	15	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297312		2007	11	15	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297313		2007	11	18	81794	TAME	ARAUCA	SARARE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297315		2007	11	15	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297318		2007	11	12	54670	SAN CALIXTO	NORTE DE SANTANDER	CATATUMBO	ATENTADO	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	8.40015189	-73.20605269
297321		2007	11	25	52612	RICAURTE	NARIÑO	ANDEN PACIFICO SUR	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.212931458	-77.99544487
297322		2007	11	08	52612	RICAURTE	NARIÑO	ANDEN PACIFICO SUR	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.212931458	-77.99544487
297323		2007	11	08	52612	RICAURTE	NARIÑO	ANDEN PACIFICO SUR	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.212931458	-77.99544487
297325		2007	11	24	50590	PUERTO RICO	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.939743676	-73.20651333
297326		2007	11	25	50370	URIBE	META	ARIARI GUAYABERO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.239652997	-74.35154535
297332		2007	11	20	19001	POPAYAN	CAUCA	MACIZO COLOMBIANO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.482503391	-76.57406468
297336		2007	11	08	05483	NARIÑO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	5.610774585	-75.17626132
297338		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297339		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297340		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297341		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297342		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297343		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297344		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	3	5	5	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297345		2007	10	29	86571	PUERTO GUZMAN	PUTUMAYO	MEDIO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.962922439	-76.40852154
297347		2007	10	27	86320	ORITO	PUTUMAYO	BAJO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.663816899	-76.87302769
297349		2007	10	27	86320	ORITO	PUTUMAYO	BAJO PUTUMAYO	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	0.663816899	-76.87302769
297350		2007	10	11	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297352		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297353		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297354		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297355		2007	10	11	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297356		2007	10	23	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297357		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297358		2007	10	11	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297359		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297363		2007	10	19	81794	TAME	ARAUCA	SARARE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	6.449379486	-71.75861086
297367		2007	10	01	73555	PLANADAS	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.19766147	-75.64396147
297368		2007	10	28	73555	PLANADAS	TOLIMA	SUR DEL TOLIMA	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	3.19766147	-75.64396147
297369		2007	10	07	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
297370		2007	10	07	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
297372		2007	10	07	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
297373		2007	10	07	52385	LA LLANADA	NARIÑO	OCCIDENTE DE NARIÑO	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	1.472636197	-77.58071165
297374		2007	10	10	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
297375		2007	10	03	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
297376		2007	10	29	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
297377		2007	10	29	23580	PUERTO LIBERTADOR	CORDOBA	ALTO SINU Y SAN JORGE	ATENTADO	DESCONOCIDO	NO APLICA	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	7.888834815	-75.67179975
297381		2007	10	28	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.119786131	-74.76734058
297382		2007	10	28	18753	SAN VICENTE DEL CAGUAN	CAQUETA	CAGUAN	ATENTADO	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0			0	0	0	1	MINAS ANTIPERSONAL  MAP 	ATENTADO POR MAP	0	2.119786131	-74.76734058
